Programme Name,Programme Code,Matched Bucket,Dates
Ph.D. (Punjabi) [Full Time],P4D4,Ph.D.,"{""Online Registration starts on"": ""4th May 2026 onwards"", ""Last date of Registration"": ""30th June 2026\n5th July 2026"", ""Dates of Entrance Test"": ""10th & 12th July 2026"", ""Result of LPUNEST (Ph.D.)"": ""15th July 2026"", ""Interview Slot Booking"": ""15th - 17th July 2026"", ""Interview schedule"": ""20th - 26th July 2026"", ""Result of Interview"": ""30th July 2026"", ""Last Date of Admission"": ""10th August 2026\n20th August 2026"", ""Note: last date to take admission in Agriculture discipline is 10th August 2026."": """", ""l"": """"}"
Ph.D. (Punjabi) [Part Time],P4D4-T,Ph.D.,"{""Online Registration starts on"": ""4th May 2026 onwards"", ""Last date of Registration"": ""30th June 2026\n5th July 2026"", ""Dates of Entrance Test"": ""10th & 12th July 2026"", ""Result of LPUNEST (Ph.D.)"": ""15th July 2026"", ""Interview Slot Booking"": ""15th - 17th July 2026"", ""Interview schedule"": ""20th - 26th July 2026"", ""Result of Interview"": ""30th July 2026"", ""Last Date of Admission"": ""10th August 2026\n20th August 2026"", ""Note: last date to take admission in Agriculture discipline is 10th August 2026."": """", ""l"": """"}"
Ph.D. (Pharmaceutics) [Full Time],P5D0-NN1,Ph.D.,"{""Online Registration starts on"": ""4th May 2026 onwards"", ""Last date of Registration"": ""30th June 2026\n5th July 2026"", ""Dates of Entrance Test"": ""10th & 12th July 2026"", ""Result of LPUNEST (Ph.D.)"": ""15th July 2026"", ""Interview Slot Booking"": ""15th - 17th July 2026"", ""Interview schedule"": ""20th - 26th July 2026"", ""Result of Interview"": ""30th July 2026"", ""Last Date of Admission"": ""10th August 2026\n20th August 2026"", ""Note: last date to take admission in Agriculture discipline is 10th August 2026."": """", ""l"": """"}"
Ph.D. (Pharmaceutics) [Part Time],P5D0-TN1,Ph.D.,"{""Online Registration starts on"": ""4th May 2026 onwards"", ""Last date of Registration"": ""30th June 2026\n5th July 2026"", ""Dates of Entrance Test"": ""10th & 12th July 2026"", ""Result of LPUNEST (Ph.D.)"": ""15th July 2026"", ""Interview Slot Booking"": ""15th - 17th July 2026"", ""Interview schedule"": ""20th - 26th July 2026"", ""Result of Interview"": ""30th July 2026"", ""Last Date of Admission"": ""10th August 2026\n20th August 2026"", ""Note: last date to take admission in Agriculture discipline is 10th August 2026."": """", ""l"": """"}"
Ph.D. (Pharmaceutical Chemistry) [Full Time],P5D0-NN3,Ph.D.,"{""Online Registration starts on"": ""4th May 2026 onwards"", ""Last date of Registration"": ""30th June 2026\n5th July 2026"", ""Dates of Entrance Test"": ""10th & 12th July 2026"", ""Result of LPUNEST (Ph.D.)"": ""15th July 2026"", ""Interview Slot Booking"": ""15th - 17th July 2026"", ""Interview schedule"": ""20th - 26th July 2026"", ""Result of Interview"": ""30th July 2026"", ""Last Date of Admission"": ""10th August 2026\n20th August 2026"", ""Note: last date to take admission in Agriculture discipline is 10th August 2026."": """", ""l"": """"}"
Ph.D. (Pharmaceutical Chemistry) [Part Time],P5D0-TN3,Ph.D.,"{""Online Registration starts on"": ""4th May 2026 onwards"", ""Last date of Registration"": ""30th June 2026\n5th July 2026"", ""Dates of Entrance Test"": ""10th & 12th July 2026"", ""Result of LPUNEST (Ph.D.)"": ""15th July 2026"", ""Interview Slot Booking"": ""15th - 17th July 2026"", ""Interview schedule"": ""20th - 26th July 2026"", ""Result of Interview"": ""30th July 2026"", ""Last Date of Admission"": ""10th August 2026\n20th August 2026"", ""Note: last date to take admission in Agriculture discipline is 10th August 2026."": """", ""l"": """"}"
Ph.D. (Pharmacognosy) [Full Time],P5D0-NN6,Ph.D.,"{""Online Registration starts on"": ""4th May 2026 onwards"", ""Last date of Registration"": ""30th June 2026\n5th July 2026"", ""Dates of Entrance Test"": ""10th & 12th July 2026"", ""Result of LPUNEST (Ph.D.)"": ""15th July 2026"", ""Interview Slot Booking"": ""15th - 17th July 2026"", ""Interview schedule"": ""20th - 26th July 2026"", ""Result of Interview"": ""30th July 2026"", ""Last Date of Admission"": ""10th August 2026\n20th August 2026"", ""Note: last date to take admission in Agriculture discipline is 10th August 2026."": """", ""l"": """"}"
Ph.D. (Pharmacognosy) [Part Time],P5D0-TN6,Ph.D.,"{""Online Registration starts on"": ""4th May 2026 onwards"", ""Last date of Registration"": ""30th June 2026\n5th July 2026"", ""Dates of Entrance Test"": ""10th & 12th July 2026"", ""Result of LPUNEST (Ph.D.)"": ""15th July 2026"", ""Interview Slot Booking"": ""15th - 17th July 2026"", ""Interview schedule"": ""20th - 26th July 2026"", ""Result of Interview"": ""30th July 2026"", ""Last Date of Admission"": ""10th August 2026\n20th August 2026"", ""Note: last date to take admission in Agriculture discipline is 10th August 2026."": """", ""l"": """"}"
Ph.D. (Pharmacology) [Full Time],P5D0-NN2,Ph.D.,"{""Online Registration starts on"": ""4th May 2026 onwards"", ""Last date of Registration"": ""30th June 2026\n5th July 2026"", ""Dates of Entrance Test"": ""10th & 12th July 2026"", ""Result of LPUNEST (Ph.D.)"": ""15th July 2026"", ""Interview Slot Booking"": ""15th - 17th July 2026"", ""Interview schedule"": ""20th - 26th July 2026"", ""Result of Interview"": ""30th July 2026"", ""Last Date of Admission"": ""10th August 2026\n20th August 2026"", ""Note: last date to take admission in Agriculture discipline is 10th August 2026."": """", ""l"": """"}"
Ph.D. (Pharmacology) [Part Time],P5D0-TN2,Ph.D.,"{""Online Registration starts on"": ""4th May 2026 onwards"", ""Last date of Registration"": ""30th June 2026\n5th July 2026"", ""Dates of Entrance Test"": ""10th & 12th July 2026"", ""Result of LPUNEST (Ph.D.)"": ""15th July 2026"", ""Interview Slot Booking"": ""15th - 17th July 2026"", ""Interview schedule"": ""20th - 26th July 2026"", ""Result of Interview"": ""30th July 2026"", ""Last Date of Admission"": ""10th August 2026\n20th August 2026"", ""Note: last date to take admission in Agriculture discipline is 10th August 2026."": """", ""l"": """"}"
Ph.D. (Pharmacy Practice) [Full Time],P5D0-NND,Ph.D.,"{""Online Registration starts on"": ""4th May 2026 onwards"", ""Last date of Registration"": ""30th June 2026\n5th July 2026"", ""Dates of Entrance Test"": ""10th & 12th July 2026"", ""Result of LPUNEST (Ph.D.)"": ""15th July 2026"", ""Interview Slot Booking"": ""15th - 17th July 2026"", ""Interview schedule"": ""20th - 26th July 2026"", ""Result of Interview"": ""30th July 2026"", ""Last Date of Admission"": ""10th August 2026\n20th August 2026"", ""Note: last date to take admission in Agriculture discipline is 10th August 2026."": """", ""l"": """"}"
Ph.D. (Pharmacy Practice) [Part Time],P5D0-TND,Ph.D.,"{""Online Registration starts on"": ""4th May 2026 onwards"", ""Last date of Registration"": ""30th June 2026\n5th July 2026"", ""Dates of Entrance Test"": ""10th & 12th July 2026"", ""Result of LPUNEST (Ph.D.)"": ""15th July 2026"", ""Interview Slot Booking"": ""15th - 17th July 2026"", ""Interview schedule"": ""20th - 26th July 2026"", ""Result of Interview"": ""30th July 2026"", ""Last Date of Admission"": ""10th August 2026\n20th August 2026"", ""Note: last date to take admission in Agriculture discipline is 10th August 2026."": """", ""l"": """"}"
Ph.D. (Pharmaceutical Analysis) [Full Time],P5D0-NNB,Ph.D.,"{""Online Registration starts on"": ""4th May 2026 onwards"", ""Last date of Registration"": ""30th June 2026\n5th July 2026"", ""Dates of Entrance Test"": ""10th & 12th July 2026"", ""Result of LPUNEST (Ph.D.)"": ""15th July 2026"", ""Interview Slot Booking"": ""15th - 17th July 2026"", ""Interview schedule"": ""20th - 26th July 2026"", ""Result of Interview"": ""30th July 2026"", ""Last Date of Admission"": ""10th August 2026\n20th August 2026"", ""Note: last date to take admission in Agriculture discipline is 10th August 2026."": """", ""l"": """"}"
Ph.D. (Pharmaceutical Analysis) [Part Time],P5D0-TNB,Ph.D.,"{""Online Registration starts on"": ""4th May 2026 onwards"", ""Last date of Registration"": ""30th June 2026\n5th July 2026"", ""Dates of Entrance Test"": ""10th & 12th July 2026"", ""Result of LPUNEST (Ph.D.)"": ""15th July 2026"", ""Interview Slot Booking"": ""15th - 17th July 2026"", ""Interview schedule"": ""20th - 26th July 2026"", ""Result of Interview"": ""30th July 2026"", ""Last Date of Admission"": ""10th August 2026\n20th August 2026"", ""Note: last date to take admission in Agriculture discipline is 10th August 2026."": """", ""l"": """"}"
Ph.D. (Ayurvedic Pharmacy) [Full Time],P5D0-NN8,Ph.D.,"{""Online Registration starts on"": ""4th May 2026 onwards"", ""Last date of Registration"": ""30th June 2026\n5th July 2026"", ""Dates of Entrance Test"": ""10th & 12th July 2026"", ""Result of LPUNEST (Ph.D.)"": ""15th July 2026"", ""Interview Slot Booking"": ""15th - 17th July 2026"", ""Interview schedule"": ""20th - 26th July 2026"", ""Result of Interview"": ""30th July 2026"", ""Last Date of Admission"": ""10th August 2026\n20th August 2026"", ""Note: last date to take admission in Agriculture discipline is 10th August 2026."": """", ""l"": """"}"
Ph.D. (Ayurvedic Pharmacy) [Part Time],P5D0-TN8,Ph.D.,"{""Online Registration starts on"": ""4th May 2026 onwards"", ""Last date of Registration"": ""30th June 2026\n5th July 2026"", ""Dates of Entrance Test"": ""10th & 12th July 2026"", ""Result of LPUNEST (Ph.D.)"": ""15th July 2026"", ""Interview Slot Booking"": ""15th - 17th July 2026"", ""Interview schedule"": ""20th - 26th July 2026"", ""Result of Interview"": ""30th July 2026"", ""Last Date of Admission"": ""10th August 2026\n20th August 2026"", ""Note: last date to take admission in Agriculture discipline is 10th August 2026."": """", ""l"": """"}"
Ph.D. (Clinical Microbiology) [Full Time],P5D4,Ph.D.,"{""Online Registration starts on"": ""4th May 2026 onwards"", ""Last date of Registration"": ""30th June 2026\n5th July 2026"", ""Dates of Entrance Test"": ""10th & 12th July 2026"", ""Result of LPUNEST (Ph.D.)"": ""15th July 2026"", ""Interview Slot Booking"": ""15th - 17th July 2026"", ""Interview schedule"": ""20th - 26th July 2026"", ""Result of Interview"": ""30th July 2026"", ""Last Date of Admission"": ""10th August 2026\n20th August 2026"", ""Note: last date to take admission in Agriculture discipline is 10th August 2026."": """", ""l"": """"}"
Ph.D. (Clinical Microbiology) [Part Time],P5D4-T,Ph.D.,"{""Online Registration starts on"": ""4th May 2026 onwards"", ""Last date of Registration"": ""30th June 2026\n5th July 2026"", ""Dates of Entrance Test"": ""10th & 12th July 2026"", ""Result of LPUNEST (Ph.D.)"": ""15th July 2026"", ""Interview Slot Booking"": ""15th - 17th July 2026"", ""Interview schedule"": ""20th - 26th July 2026"", ""Result of Interview"": ""30th July 2026"", ""Last Date of Admission"": ""10th August 2026\n20th August 2026"", ""Note: last date to take admission in Agriculture discipline is 10th August 2026."": """", ""l"": """"}"
Ph.D. (Clinical Biochemistry) [Full Time],P5D5,Ph.D.,"{""Online Registration starts on"": ""4th May 2026 onwards"", ""Last date of Registration"": ""30th June 2026\n5th July 2026"", ""Dates of Entrance Test"": ""10th & 12th July 2026"", ""Result of LPUNEST (Ph.D.)"": ""15th July 2026"", ""Interview Slot Booking"": ""15th - 17th July 2026"", ""Interview schedule"": ""20th - 26th July 2026"", ""Result of Interview"": ""30th July 2026"", ""Last Date of Admission"": ""10th August 2026\n20th August 2026"", ""Note: last date to take admission in Agriculture discipline is 10th August 2026."": """", ""l"": """"}"
Ph.D. (Clinical Biochemistry) [Part Time],P5D5-T,Ph.D.,"{""Online Registration starts on"": ""4th May 2026 onwards"", ""Last date of Registration"": ""30th June 2026\n5th July 2026"", ""Dates of Entrance Test"": ""10th & 12th July 2026"", ""Result of LPUNEST (Ph.D.)"": ""15th July 2026"", ""Interview Slot Booking"": ""15th - 17th July 2026"", ""Interview schedule"": ""20th - 26th July 2026"", ""Result of Interview"": ""30th July 2026"", ""Last Date of Admission"": ""10th August 2026\n20th August 2026"", ""Note: last date to take admission in Agriculture discipline is 10th August 2026."": """", ""l"": """"}"
Ph.D. (Clinical Embryology) [Full Time],P5D8,Ph.D.,"{""Online Registration starts on"": ""4th May 2026 onwards"", ""Last date of Registration"": ""30th June 2026\n5th July 2026"", ""Dates of Entrance Test"": ""10th & 12th July 2026"", ""Result of LPUNEST (Ph.D.)"": ""15th July 2026"", ""Interview Slot Booking"": ""15th - 17th July 2026"", ""Interview schedule"": ""20th - 26th July 2026"", ""Result of Interview"": ""30th July 2026"", ""Last Date of Admission"": ""10th August 2026\n20th August 2026"", ""Note: last date to take admission in Agriculture discipline is 10th August 2026."": """", ""l"": """"}"
Ph.D. (Physiotherapy) [Full Time],P5D2,Ph.D.,"{""Online Registration starts on"": ""4th May 2026 onwards"", ""Last date of Registration"": ""30th June 2026\n5th July 2026"", ""Dates of Entrance Test"": ""10th & 12th July 2026"", ""Result of LPUNEST (Ph.D.)"": ""15th July 2026"", ""Interview Slot Booking"": ""15th - 17th July 2026"", ""Interview schedule"": ""20th - 26th July 2026"", ""Result of Interview"": ""30th July 2026"", ""Last Date of Admission"": ""10th August 2026\n20th August 2026"", ""Note: last date to take admission in Agriculture discipline is 10th August 2026."": """", ""l"": """"}"
Ph.D. (Physiotherapy) [Part Time],P5D2-T,Ph.D.,"{""Online Registration starts on"": ""4th May 2026 onwards"", ""Last date of Registration"": ""30th June 2026\n5th July 2026"", ""Dates of Entrance Test"": ""10th & 12th July 2026"", ""Result of LPUNEST (Ph.D.)"": ""15th July 2026"", ""Interview Slot Booking"": ""15th - 17th July 2026"", ""Interview schedule"": ""20th - 26th July 2026"", ""Result of Interview"": ""30th July 2026"", ""Last Date of Admission"": ""10th August 2026\n20th August 2026"", ""Note: last date to take admission in Agriculture discipline is 10th August 2026."": """", ""l"": """"}"
D.Litt.,P8G,Ph.D.,"{""Online Registration starts on"": ""4th May 2026 onwards"", ""Last date of Registration"": ""30th June 2026\n5th July 2026"", ""Dates of Entrance Test"": ""10th & 12th July 2026"", ""Result of LPUNEST (Ph.D.)"": ""15th July 2026"", ""Interview Slot Booking"": ""15th - 17th July 2026"", ""Interview schedule"": ""20th - 26th July 2026"", ""Result of Interview"": ""30th July 2026"", ""Last Date of Admission"": ""10th August 2026\n20th August 2026"", ""Note: last date to take admission in Agriculture discipline is 10th August 2026."": """", ""l"": """"}"
D.Sc.,P8H,Ph.D.,"{""Online Registration starts on"": ""4th May 2026 onwards"", ""Last date of Registration"": ""30th June 2026\n5th July 2026"", ""Dates of Entrance Test"": ""10th & 12th July 2026"", ""Result of LPUNEST (Ph.D.)"": ""15th July 2026"", ""Interview Slot Booking"": ""15th - 17th July 2026"", ""Interview schedule"": ""20th - 26th July 2026"", ""Result of Interview"": ""30th July 2026"", ""Last Date of Admission"": ""10th August 2026\n20th August 2026"", ""Note: last date to take admission in Agriculture discipline is 10th August 2026."": """", ""l"": """"}"
LL.D,P8J,Ph.D.,"{""Online Registration starts on"": ""4th May 2026 onwards"", ""Last date of Registration"": ""30th June 2026\n5th July 2026"", ""Dates of Entrance Test"": ""10th & 12th July 2026"", ""Result of LPUNEST (Ph.D.)"": ""15th July 2026"", ""Interview Slot Booking"": ""15th - 17th July 2026"", ""Interview schedule"": ""20th - 26th July 2026"", ""Result of Interview"": ""30th July 2026"", ""Last Date of Admission"": ""10th August 2026\n20th August 2026"", ""Note: last date to take admission in Agriculture discipline is 10th August 2026."": """", ""l"": """"}"
